route_id,service_id,trip_id,trip_headsign,direction_id,block_id
43,1,2380159,JEAN MOULIN,1,01
43,1,2380169,JEAN MOULIN,1,01
43,1,2380170,POLE MULTIMODAL,0,01
43,1,2380148,POLE MULTIMODAL,0,03
43,1,2380156,JEAN MOULIN,1,03
43,1,2380163,JEAN MOULIN,1,03
43,1,2380164,JEAN MOULIN,1,03
43,1,2380167,POLE MULTIMODAL,0,03
43,1,2380171,JEAN MOULIN,1,ST08
24,1,2381163,POLE MULTIMODAL,0,01
24,1,2381167,FRANCLONCHAMPS,1,01
24,1,2381170,POLE MULTIMODAL,0,01
24,1,2381173,FRANCLONCHAMPS,1,01
24,1,2381176,POLE MULTIMODAL,0,01
24,1,2381178,FRANCLONCHAMPS,1,01
24,1,2381179,FRANCLONCHAMPS,1,01
24,1,2381181,POLE MULTIMODAL,0,01
24,1,2381184,FRANCLONCHAMPS,1,01
24,1,2381197,POLE MULTIMODAL,0,01
24,1,2381165,POLE MULTIMODAL,0,02
24,1,2381166,POLE MULTIMODAL,0,02
24,1,2381168,FRANCLONCHAMPS,1,02
24,1,2381171,POLE MULTIMODAL,0,02
24,1,2381177,POLE MULTIMODAL,0,02
24,1,2381180,FRANCLONCHAMPS,1,02
24,1,2381182,POLE MULTIMODAL,0,02
24,1,2381185,FRANCLONCHAMPS,1,02
24,1,2381191,FRANCLONCHAMPS,1,02
24,1,2381202,FRANCLONCHAMPS,1,02
55,1,2379615,POLE MULTIMODAL,0,01
55,1,2379617,POLE MULTIMODAL,0,01
55,1,2379622,MARIEULLES,1,01
55,1,2379624,MARIEULLES,1,01
55,1,2379616,POLE MULTIMODAL,0,02
55,1,2379623,MARIEULLES,1,02
55,1,2379618,POLE MULTIMODAL,0,02
55,1,2379620,POLE MULTIMODAL,0,02
55,1,2379625,MARIEULLES,1,02
55,1,2379627,MARIEULLES,1,02
55,1,2379619,POLE MULTIMODAL,0,03
55,1,2379626,MARIEULLES,1,03
55,1,2379628,MARIEULLES,1,03
41,1,2383689,MOULINS,0,01
41,1,2383690,MOULINS,0,02
41,1,2383715,LE QUOITY,1,03
41,1,2383716,LE QUOITY,1,04
41,1,2383687,MOULINS,0,tad05
41,1,2383688,MOULINS,0,tad06
41,1,2383702,LE QUOITY,1,tad06
41,1,2383703,LE QUOITY,1,tad07
41,1,2383691,MOULINS,0,tad08
41,1,2383692,MOULINS,0,tad08
41,1,2383693,MOULINS,0,tad08
41,1,2383694,MOULINS,0,tad08
41,1,2383695,MOULINS,0,tad08
41,1,2383696,MOULINS,0,tad08
41,1,2383697,MOULINS,0,tad08
41,1,2383698,MOULINS,0,tad08
41,1,2383704,LE QUOITY,1,tad08
41,1,2383705,LE QUOITY,1,tad08
41,1,2383706,LE QUOITY,1,tad08
41,1,2383707,LE QUOITY,1,tad08
41,1,2383708,LE QUOITY,1,tad08
41,1,2383709,LE QUOITY,1,tad08
41,1,2383710,LE QUOITY,1,tad08
41,1,2383711,LE QUOITY,1,tad08
41,1,2383714,LE QUOITY,1,tad11
41,1,2383699,MOULINS,0,tad09
41,1,2383700,MOULINS,0,tad10
41,1,2383701,MOULINS,0,tad10
41,1,2383712,LE QUOITY,1,tad10
41,1,2383713,LE QUOITY,1,tad10
40,1,2383822,MOULINS,0,01
40,1,2383823,MOULINS,0,02
40,1,2383837,VAUX MAIRIE,1,03
40,1,2383838,VAUX MAIRIE,1,04
40,1,2383824,MOULINS,0,tad01
40,1,2383825,MOULINS,0,tad02
40,1,2383839,VAUX MAIRIE,1,tad02
40,1,2383840,VAUX MAIRIE,1,tad03
40,1,2383826,MOULINS,0,tad04
40,1,2383827,MOULINS,0,tad04
40,1,2383828,MOULINS,0,tad04
40,1,2383829,MOULINS,0,tad04
40,1,2383830,MOULINS,0,tad04
40,1,2383831,MOULINS,0,tad04
40,1,2383832,MOULINS,0,tad04
40,1,2383833,MOULINS,0,tad04
40,1,2383841,VAUX MAIRIE,1,tad04
40,1,2383842,VAUX MAIRIE,1,tad04
40,1,2383843,VAUX MAIRIE,1,tad04
40,1,2383844,VAUX MAIRIE,1,tad04
40,1,2383845,VAUX MAIRIE,1,tad04
40,1,2383846,VAUX MAIRIE,1,tad04
40,1,2383847,VAUX MAIRIE,1,tad04
40,1,2383848,VAUX MAIRIE,1,tad04
40,1,2383834,MOULINS,0,tad05
40,1,2383835,MOULINS,0,tad06
40,1,2383836,MOULINS,0,tad06
40,1,2383849,VAUX MAIRIE,1,tad06
40,1,2383850,VAUX MAIRIE,1,tad06
40,1,2383851,VAUX MAIRIE,1,tad07
99,1,2380885,EN PRILLE,0,01
99,1,2380886,EN PRILLE,0,02
99,1,2380878,SCY-CHAZELLES,1,03
99,1,2380879,SCY-CHAZELLES,1,04
99,1,2380883,EN PRILLE,0,tad01
99,1,2380855,SCY-CHAZELLES,1,tad02
99,1,2380884,EN PRILLE,0,tad02
99,1,2380865,SCY-CHAZELLES,1,tad03
99,1,2380870,SCY-CHAZELLES,1,tad04
99,1,2380871,SCY-CHAZELLES,1,tad04
99,1,2380872,SCY-CHAZELLES,1,tad04
99,1,2380873,SCY-CHAZELLES,1,tad04
99,1,2380874,SCY-CHAZELLES,1,tad04
99,1,2380875,SCY-CHAZELLES,1,tad04
99,1,2380876,SCY-CHAZELLES,1,tad04
99,1,2380877,SCY-CHAZELLES,1,tad04
99,1,2380887,EN PRILLE,0,tad04
99,1,2380888,EN PRILLE,0,tad04
99,1,2380889,EN PRILLE,0,tad04
99,1,2380890,EN PRILLE,0,tad04
99,1,2380891,EN PRILLE,0,tad04
99,1,2380892,EN PRILLE,0,tad04
99,1,2380893,EN PRILLE,0,tad04
99,1,2380894,EN PRILLE,0,tad04
99,1,2380895,EN PRILLE,0,tad05
99,1,2380880,SCY-CHAZELLES,1,tad06
99,1,2380881,SCY-CHAZELLES,1,tad06
99,1,2380896,EN PRILLE,0,tad06
99,1,2380897,EN PRILLE,0,tad06
99,1,2380882,SCY-CHAZELLES,1,tad07
46,1,2380277,ROUTE DE BOULAY,1,tad05
46,1,2380278,ROUTE DE BOULAY,1,tad06
46,1,2380264,POLE MULTIMODAL,0,tad07
46,1,2380265,POLE MULTIMODAL,0,tad07
46,1,2380279,ROUTE DE BOULAY,1,tad07
46,1,2380280,ROUTE DE BOULAY,1,tad08
48,1,2379708,POLE MULTIMODAL,0,tad09
48,1,2379719,CHANTRENNE,1,tad09
48,1,2379720,CHANTRENNE,1,tad10
48,1,2379690,POLE MULTIMODAL,0,07
48,1,2379692,POLE MULTIMODAL,0,07
48,1,2379696,CHANTRENNE,1,07
48,1,2379698,CHANTRENNE,1,07
48,1,2379689,POLE MULTIMODAL,0,06
48,1,2379691,POLE MULTIMODAL,0,06
48,1,2379695,CHANTRENNE,1,06
48,1,2379697,CHANTRENNE,1,06
97,1,635420,TOURNEBRIDE,1,03
97,1,635416,GLISSU,0,01
97,1,635417,GLISSU,0,01
97,1,635418,TOURNEBRIDE,1,01
97,1,635419,TOURNEBRIDE,1,02
97,1,635438,TOURNEBRIDE,1,tad04
97,1,635432,GLISSU,0,tad05
97,1,635433,GLISSU,0,tad05
97,1,635439,TOURNEBRIDE,1,tad05
97,1,635434,GLISSU,0,tad06
97,1,635435,GLISSU,0,tad06
97,1,635436,GLISSU,0,tad06
97,1,635437,GLISSU,0,tad06
97,1,635440,TOURNEBRIDE,1,tad06
97,1,635441,TOURNEBRIDE,1,tad06
97,1,635442,TOURNEBRIDE,1,tad06
93,1,2379993,POLE MULTIMODAL,0,06
93,1,2379999,LAQUENEXY,1,06
93,1,2380001,LAQUENEXY,1,06
93,1,2380000,LAQUENEXY,1,07
65,1,2380097,MAHIRE,1,tad05
10,1,2388979,CHR MERCY,0,09
10,1,2388980,CHR MERCY,0,09
10,1,2388990,CITE U,1,09
10,1,2389013,CITE U,1,09
10,1,2389032,CITE U,1,09
10,1,2389034,CHR MERCY,0,09
10,1,2389041,CITE U,1,09
10,1,2388965,CHR MERCY,0,02
10,1,2389002,CITE U,1,02
10,1,2389015,CHR MERCY,0,02
10,1,2389027,CITE U,1,02
10,1,2389009,CITE U,1,10
10,1,2389026,CHR MERCY,0,10
10,1,2389028,CITE U,1,10
10,1,2388928,CHR MERCY,0,11
10,1,2388997,CHR MERCY,0,11
10,1,2389019,CITE U,1,11
10,1,2389033,CITE U,1,11
10,1,2389042,CITE U,1,11
3,1,2388676,MAISON NEUVE,1,08
3,1,2388684,AUBEPINE,0,08
3,1,2388731,PREVILLE,1,08
3,1,2388769,AUBEPINE,0,08
3,1,2388620,AUBEPINE,0,03
3,1,2388630,AUBEPINE,0,03
3,1,2388632,CHATEL ST GERMAIN,1,03
3,1,2388643,AUBEPINE,0,03
3,1,2388644,GARE SNCF,0,03
3,1,2388645,MAISON NEUVE,1,03
3,1,2388651,MAISON NEUVE,1,03
3,1,2388679,PREVILLE,1,03
3,1,2388688,AUBEPINE,0,03
3,1,2388697,REPUBLIQUE,1,03
3,1,2388723,MAISON NEUVE,1,03
3,1,2388729,AUBEPINE,0,03
3,1,2388739,MAISON NEUVE,1,03
3,1,2388740,AUBEPINE,0,03
3,1,2388746,AUBEPINE,0,03
3,1,2388760,MAISON NEUVE,1,03
3,1,2388777,AUBEPINE,0,03
3,1,2388778,CHATEL ST GERMAIN,1,03
3,1,2388621,JUSSY - Ste RUFFINE,1,04
3,1,2388627,MAISON NEUVE,1,04
3,1,2388628,MAISON NEUVE,1,04
3,1,2388629,AUBEPINE,0,04
3,1,2388634,MAISON NEUVE,1,04
3,1,2388636,AUBEPINE,0,04
3,1,2388637,AUBEPINE,0,04
3,1,2388642,AUBEPINE,0,04
3,1,2388648,JUSSY - Ste RUFFINE,1,04
3,1,2388664,REPUBLIQUE,1,04
3,1,2388669,MAISON NEUVE,1,04
3,1,2388673,AUBEPINE,0,04
3,1,2388674,AUBEPINE,0,04
3,1,2388681,REPUBLIQUE,0,04
3,1,2388683,CHATEL ST GERMAIN,1,04
3,1,2388718,AUBEPINE,0,04
3,1,2388728,MAISON NEUVE,1,04
3,1,2388744,AUBEPINE,0,04
3,1,2388617,AUBEPINE,0,06
3,1,2388618,AUBEPINE,0,06
3,1,2388625,MAISON NEUVE,1,06
3,1,2388626,PREVILLE,1,06
3,1,2388638,MAISON NEUVE,1,06
3,1,2388647,MAISON NEUVE,1,06
3,1,2388650,AUBEPINE,0,06
3,1,2388702,AUBEPINE,0,06
3,1,2388704,MAISON NEUVE,1,06
3,1,2388705,AUBEPINE,0,06
3,1,2388708,MAISON NEUVE,1,06
3,1,2388714,AUBEPINE,0,06
3,1,2388742,MAISON NEUVE,1,06
3,1,2388747,AUBEPINE,0,06
3,1,2388611,JUSSY - Ste RUFFINE,1,01
3,1,2388613,AUBEPINE,0,01
3,1,2388623,JUSSY - Ste RUFFINE,1,01
3,1,2388656,MAISON NEUVE,1,01
3,1,2388657,CHATEL ST GERMAIN,1,01
3,1,2388666,AUBEPINE,0,01
3,1,2388678,MAISON NEUVE,1,01
3,1,2388693,MAISON NEUVE,1,01
3,1,2388695,AUBEPINE,0,01
3,1,2388701,AUBEPINE,0,01
3,1,2388709,MAISON NEUVE,1,01
3,1,2388719,AUBEPINE,0,01
3,1,2388741,AUBEPINE,0,01
3,1,2388743,AUBEPINE,0,01
3,1,2388757,AUBEPINE,0,01
3,1,2388682,AUBEPINE,0,14
3,1,2388712,MAISON NEUVE,1,14
3,1,2388771,JUSSY - Ste RUFFINE,1,14
3,1,2388772,AUBEPINE,0,14
3,1,2388614,AUBEPINE,0,02
3,1,2388631,MAISON NEUVE,1,02
3,1,2388639,AUBEPINE,0,02
3,1,2388662,AUBEPINE,0,02
3,1,2388665,AUBEPINE,0,02
3,1,2388672,PREVILLE,1,02
3,1,2388691,PREVILLE,1,02
3,1,2388698,AUBEPINE,0,02
3,1,2388699,AUBEPINE,0,02
3,1,2388715,JUSSY - Ste RUFFINE,1,02
3,1,2388722,AUBEPINE,0,02
3,1,2388737,PREVILLE,1,02
3,1,2388738,MAISON NEUVE,1,02
3,1,2388755,MAISON NEUVE,1,02
3,1,2388764,JUSSY - Ste RUFFINE,1,02
3,1,2388765,AUBEPINE,0,02
3,1,2388633,MAISON NEUVE,1,05
3,1,2388635,AUBEPINE,0,05
3,1,2388659,PREVILLE,1,05
3,1,2388667,MAISON NEUVE,1,05
3,1,2388685,MAISON NEUVE,1,05
3,1,2388687,CHATEL ST GERMAIN,1,05
3,1,2388713,AUBEPINE,0,05
3,1,2388716,PREVILLE,1,05
3,1,2388724,AUBEPINE,0,05
3,1,2388745,AUBEPINE,0,05
3,1,2388748,AUBEPINE,0,05
3,1,2388762,PREVILLE,1,05
3,1,2388763,AUBEPINE,0,05
3,1,2388768,AUBEPINE,0,05
3,1,2388779,CHATEL ST GERMAIN,1,05
3,1,2388780,AUBEPINE,0,05
3,1,2388735,MAISON NEUVE,1,09
3,1,2388734,FORT MOSELLE,1,10
3,1,2388619,CHATEL ST GERMAIN,1,14
3,1,2388671,AUBEPINE,0,14
3,1,2388710,AUBEPINE,0,14
3,1,2388750,REPUBLIQUE,0,10
3,1,2388751,AUBEPINE,0,10
3,1,2388752,REPUBLIQUE,1,10
3,1,2388655,ROOSEVELT,1,10
3,1,2388754,AUBEPINE,0,10
3,2,2388756,AUBEPINE,0,40
3,1,2388624,MAISON NEUVE,1,16
3,1,2388646,MAISON NEUVE,1,16
3,1,2388653,AUBEPINE,0,16
3,1,2388654,JUSSY - Ste RUFFINE,1,16
3,1,2388661,AUBEPINE,0,16
3,1,2388677,MAISON NEUVE,1,16
3,1,2388686,AUBEPINE,0,16
3,1,2388692,JUSSY - Ste RUFFINE,1,16
3,1,2388720,AUBEPINE,0,16
3,1,2388761,AUBEPINE,0,16
3,1,2388770,AUBEPINE,0,16
3,1,2388612,CHATEL ST GERMAIN,1,12
3,1,2388615,CHATEL ST GERMAIN,1,12
3,1,2388622,AUBEPINE,0,12
3,1,2388660,PREVILLE,1,12
3,1,2388668,AUBEPINE,0,12
3,1,2388690,GARE SNCF,0,12
3,1,2388696,PREVILLE,1,12
3,1,2388703,AUBEPINE,0,12
3,1,2388721,MAISON NEUVE,1,12
3,1,2388725,PREVILLE,1,12
3,1,2388730,AUBEPINE,0,12
3,1,2388753,AUBEPINE,0,12
3,1,2388773,CHATEL ST GERMAIN,1,12
3,1,2388774,AUBEPINE,0,12
3,1,2388649,PREVILLE,1,08
3,1,2388658,JUSSY - Ste RUFFINE,1,08
3,1,2388733,REPUBLIQUE,1,08
3,1,2388758,AUBEPINE,0,08
3,1,2388759,AUBEPINE,0,08
3,1,2388675,FORT MOSELLE,1,13
3,1,2388640,AUBEPINE,0,07
3,1,2388652,CHATEL ST GERMAIN,1,07
3,1,2388680,MAISON NEUVE,1,07
3,1,2388706,AUBEPINE,0,07
3,1,2388707,PREVILLE,1,07
3,1,2388711,PREVILLE,1,07
3,1,2388726,AUBEPINE,0,07
3,1,2388727,AUBEPINE,0,07
3,1,2388732,AUBEPINE,0,07
3,1,2388749,AUBEPINE,0,07
3,1,2388766,AUBEPINE,0,07
3,1,2388767,MAISON NEUVE,1,07
3,1,2388776,CHATEL ST GERMAIN,1,07
3,1,2388616,MAISON NEUVE,1,13
3,1,2388641,AUBEPINE,0,13
3,1,2388670,MAISON NEUVE,1,13
3,1,2388694,CHATEL ST GERMAIN,1,13
3,1,2388717,AUBEPINE,0,13
3,1,2388736,AUBEPINE,0,13
3,1,2388700,REPUBLIQUE,0,15
2,1,2387965,HOPITAL SCHUMAN,0,01
2,1,2388145,LE GOULLON,0,01
2,1,2388157,LE GOULLON,0,01
2,1,2388167,HOPITAL SCHUMAN,0,01
2,1,2388199,LORRAINE,1,01
2,1,2388214,TOURNEBRIDE,1,01
2,1,2388239,ST PIERRE,1,01
2,1,2388251,ST PIERRE,1,01
2,1,2381964,HOPITAL SCHUMAN,0,02
2,1,2388140,LE GOULLON,0,02
2,1,2388146,LE GOULLON,0,02
2,1,2388169,HOPITAL SCHUMAN,0,02
2,1,2388170,ST PIERRE,1,02
2,1,2388185,LE GOULLON,0,02
2,1,2388191,REPUBLIQUE,0,02
2,1,2388194,LORRAINE,1,02
2,1,2388200,ST PIERRE,1,02
2,1,2388208,HOPITAL SCHUMAN,0,02
2,1,2388237,TOURNEBRIDE,1,02
2,1,2388242,HOPITAL SCHUMAN,0,02
2,1,2388252,TOURNEBRIDE,1,02
2,1,2388259,TOURNEBRIDE,1,02
2,1,2388264,LORRAINE,1,02
2,1,2388269,HOPITAL SCHUMAN,0,02
2,1,2388273,ST PIERRE,1,02
2,1,2381963,LE GOULLON,0,03
2,1,2381966,HOPITAL SCHUMAN,0,03
2,1,2381967,TOURNEBRIDE,1,03
2,1,2388175,ST PIERRE,1,03
2,1,2388184,HOPITAL SCHUMAN,0,03
2,1,2388188,HOPITAL SCHUMAN,0,03
2,1,2388190,REPUBLIQUE,0,03
2,1,2388207,ST PIERRE,1,03
2,1,2388232,LE GOULLON,0,03
2,1,2388236,TOURNEBRIDE,1,03
2,1,2388240,TOURNEBRIDE,1,03
2,1,2388247,TOURNEBRIDE,1,03
2,1,2388258,ST PIERRE,1,03
2,1,2388267,HOPITAL SCHUMAN,0,03
2,1,2388268,ST PIERRE,1,03
2,1,2388283,HOPITAL SCHUMAN,0,03
2,1,2388284,LE GOULLON,0,03
2,1,2388210,REPUBLIQUE,0,14
2,1,2388287,BERGSON,0,14
2,1,2381957,LE GOULLON,0,04
2,1,2387967,HOPITAL SCHUMAN,0,04
2,1,2387969,ST PIERRE,1,04
2,1,2388160,LE GOULLON,0,04
2,1,2388176,HOPITAL SCHUMAN,0,04
2,1,2388189,HOPITAL SCHUMAN,0,04
2,1,2388192,ST PIERRE,1,04
2,1,2388203,HOPITAL SCHUMAN,0,04
2,1,2388217,LORRAINE,1,04
2,1,2388241,LORRAINE,1,04
2,1,2388255,ST PIERRE,1,04
2,1,2388266,ST PIERRE,1,04
2,1,2388275,HOPITAL SCHUMAN,0,04
2,1,2388279,ST PIERRE,1,04
2,1,2388285,ST PIERRE,1,04
2,1,400345,LE GOULLON,0,05
2,1,400346,REPUBLIQUE,0,05
2,1,2381956,TOURNEBRIDE,1,05
2,1,2381965,ST PIERRE,1,05
2,1,2388144,LE GOULLON,0,05
2,1,2388156,HOPITAL SCHUMAN,0,05
2,1,2388172,LE GOULLON,0,05
2,1,2388174,LE GOULLON,0,05
2,1,2388193,TOURNEBRIDE,1,05
2,1,2388198,ST PIERRE,1,05
2,1,2388205,LE GOULLON,0,05
2,1,2388224,HOPITAL SCHUMAN,0,05
2,1,2388228,TOURNEBRIDE,1,05
2,1,2388254,TOURNEBRIDE,1,05
2,1,2388261,TOURNEBRIDE,1,05
2,1,2388141,HOPITAL SCHUMAN,0,06
2,1,2388142,LE GOULLON,0,06
2,1,2388147,LE GOULLON,0,06
2,1,2388195,TOURNEBRIDE,1,06
2,1,2388201,ST PIERRE,1,06
2,1,2381962,HOPITAL SCHUMAN,0,07
2,1,2388143,LE GOULLON,0,07
2,1,2388149,HOPITAL SCHUMAN,0,07
2,1,2388150,LE GOULLON,0,07
2,1,2388163,LE GOULLON,0,07
2,1,2388177,LE GOULLON,0,07
2,1,2388196,LORRAINE,1,07
2,1,2388204,ST PIERRE,1,07
2,1,2388206,ST PIERRE,1,07
2,1,2388209,HOPITAL SCHUMAN,0,07
2,1,2388220,ST PIERRE,1,07
2,1,2388234,LORRAINE,1,07
2,1,2388253,TOURNEBRIDE,1,07
2,1,2388260,TOURNEBRIDE,1,07
2,1,2388243,TOURNEBRIDE,1,08
2,1,2388245,HOPITAL SCHUMAN,0,08
2,1,2388250,HOPITAL SCHUMAN,0,08
2,1,2388137,HOPITAL SCHUMAN,0,09
2,1,2388155,LE GOULLON,0,09
2,1,2388159,LE GOULLON,0,09
2,1,2388164,LORRAINE,1,09
2,1,2388171,LORRAINE,1,09
2,1,2388197,TOURNEBRIDE,1,09
2,1,2388212,ST PIERRE,1,09
2,1,2388216,LORRAINE,1,09
2,1,2388221,HOPITAL SCHUMAN,0,09
2,1,2388227,HOPITAL SCHUMAN,0,09
2,1,2388249,TOURNEBRIDE,1,09
2,1,2388246,ST PIERRE,1,10
2,1,2388257,HOPITAL SCHUMAN,0,10
2,1,2388286,REPUBLIQUE,0,43
2,1,2381958,HOPITAL SCHUMAN,0,11
2,1,2388151,LE GOULLON,0,11
2,1,2388153,LE GOULLON,0,11
2,1,2388161,LE GOULLON,0,11
2,1,2388168,LE GOULLON,0,11
2,1,2388180,LE GOULLON,0,11
2,1,2388213,LORRAINE,1,11
2,1,2388218,ST PIERRE,1,11
2,1,2388223,TOURNEBRIDE,1,11
2,1,2388225,TOURNEBRIDE,1,11
2,1,2388231,TOURNEBRIDE,1,11
2,1,2388244,ST PIERRE,1,11
2,1,2385996,HOPITAL SCHUMAN,0,12
2,1,2388248,ST PIERRE,1,12
2,1,2381953,ST PIERRE,1,15
2,1,2381954,HOPITAL SCHUMAN,0,15
2,1,2388148,LE GOULLON,0,15
2,1,2388154,LE GOULLON,0,15
2,1,2388158,LE GOULLON,0,15
2,1,2388181,HOPITAL SCHUMAN,0,15
2,1,2388186,LE GOULLON,0,15
2,1,2388202,TOURNEBRIDE,1,15
2,1,2388211,ST PIERRE,1,15
2,1,2388215,LORRAINE,1,15
2,1,2388270,ST PIERRE,1,15
2,1,2388277,ST PIERRE,1,15
2,1,2388289,HOPITAL SCHUMAN,0,15
2,1,2388166,LE GOULLON,0,06
2,1,2388233,HOPITAL SCHUMAN,0,06
2,1,2388262,ST PIERRE,1,06
2,1,2388152,TOURNEBRIDE,1,08
2,1,2388162,LE GOULLON,0,08
2,1,2388182,LE GOULLON,0,08
2,1,2388183,LE GOULLON,0,08
2,1,2388219,ST PIERRE,1,08
2,1,2388272,LE GOULLON,0,08
2,1,2388288,TOURNEBRIDE,1,08
2,1,2381961,LE GOULLON,0,10
2,1,2387970,HOPITAL SCHUMAN,0,10
2,1,2388179,HOPITAL SCHUMAN,0,10
2,1,2388226,LORRAINE,1,10
2,1,2388256,HOPITAL SCHUMAN,0,10
2,1,2388265,TOURNEBRIDE,1,10
2,1,2388274,TOURNEBRIDE,1,10
2,1,2388281,REPUBLIQUE,1,10
2,1,2387966,HOPITAL SCHUMAN,0,12
2,1,2388136,REPUBLIQUE,0,12
2,1,2388138,HOPITAL SCHUMAN,0,12
2,1,2388165,LE GOULLON,0,12
2,1,2388173,LE GOULLON,0,12
2,1,2388222,TOURNEBRIDE,1,12
2,1,2388229,TOURNEBRIDE,1,12
2,1,2388230,REPUBLIQUE,1,12
2,1,2388263,TOURNEBRIDE,1,12
2,1,2388278,TOURNEBRIDE,1,12
2,1,2387964,HOPITAL SCHUMAN,0,01
2,1,2388135,REPUBLIQUE,0,01
2,1,2388178,LE GOULLON,0,01
2,1,2388187,LE GOULLON,0,01
2,1,2388235,TOURNEBRIDE,1,01
2,1,2388238,REPUBLIQUE,1,01
2,1,2388271,ST PIERRE,1,01
2,1,2381959,HOPITAL SCHUMAN,0,06
2,1,2381960,ST PIERRE,1,06
2,1,2387968,HOPITAL SCHUMAN,0,06
2,1,2388139,HOPITAL SCHUMAN,0,06
2,1,2388280,ST PIERRE,1,06
2,1,2388282,REPUBLIQUE,1,06
2,1,2388276,HOPITAL SCHUMAN,0,13
83,1,2384882,REPUBLIQUE,0,01
83,1,2384159,MAISON NEUVE,1,02
83,1,2384160,REPUBLIQUE,0,02
83,1,2384162,MAISON NEUVE,1,03
83,1,2384163,REPUBLIQUE,0,03
83,1,2384164,MAISON NEUVE,1,03
83,1,2384165,REPUBLIQUE,0,03
83,1,2384158,MAISON NEUVE,1,04
83,1,2384166,REPUBLIQUE,0,04
83,1,2384167,MAISON NEUVE,1,04
83,1,2384168,REPUBLIQUE,0,04
83,1,2384169,MAISON NEUVE,1,04
83,1,2384170,REPUBLIQUE,0,04
83,1,2384161,REPUBLIQUE,0,02
43,1,2380132,POLE MULTIMODAL,0,04
43,1,2380135,POLE MULTIMODAL,0,04
43,1,2380138,JEAN MOULIN,1,04
43,1,2380149,JEAN MOULIN,1,04
43,1,2380172,POLE MULTIMODAL,0,04
43,1,2380131,POLE MULTIMODAL,0,03
24,1,2381175,POLE MULTIMODAL,0,02
24,1,2381169,FRANCLONCHAMPS,1,01
24,1,2381172,POLE MULTIMODAL,0,01
24,1,2381174,FRANCLONCHAMPS,1,01
24,1,2381183,POLE MULTIMODAL,0,01
24,1,2381186,FRANCLONCHAMPS,1,01
55,1,2379609,POLE MULTIMODAL,0,01
55,1,2379610,MARIEULLES,1,01
55,1,2379613,POLE MULTIMODAL,0,01
55,1,2379612,POLE MULTIMODAL,0,03
55,1,2379614,POLE MULTIMODAL,0,03
55,1,2379621,MARIEULLES,1,03
95,1,2386696,SEROT,0,01
95,1,2386697,SEROT,0,01
95,1,2386705,ST JULIEN FORT,1,01
95,1,2386701,SEROT,0,03
95,1,2386702,SEROT,0,03
95,1,2386706,ST JULIEN FORT,1,03
95,1,2386744,ST JULIEN FORT,1,03
95,1,2386745,ST JULIEN FORT,1,03
12,1,2397136,ST ELOY,1,01
12,1,2397137,ST ELOY,1,01
12,1,2397142,DOLICHE,0,01
12,1,2397143,DOLICHE,0,01
12,1,2397173,BORNY,0,01
12,1,2397174,BORNY,0,01
12,1,2397181,ST ELOY,1,01
12,1,2397187,DOLICHE,0,01
12,1,2397191,ST ELOY,1,01
12,1,2397193,ST ELOY,1,01
12,1,2397240,BORNY,0,01
12,1,2397241,BORNY,0,01
12,1,2397250,ST ELOY,1,01
12,1,2397307,ST ELOY,1,01
12,1,2397149,DOLICHE,0,02
12,1,2397150,DOLICHE,0,02
12,1,2397152,ST ELOY,1,02
12,1,2397159,ST ELOY,1,02
12,1,2397170,DOLICHE,0,02
12,1,2397217,DOLICHE,0,02
12,1,2397218,DOLICHE,0,02
12,1,2397220,ST ELOY,1,02
12,1,2397222,ST ELOY,1,02
12,1,2397242,BORNY,0,02
12,1,2397251,ST ELOY,1,02
12,1,2397274,ST ELOY,1,02
12,1,2397280,DOLICHE,0,02
12,1,2397167,DOLICHE,0,03
12,1,2397168,DOLICHE,0,03
12,1,2397169,BORNY,0,03
12,1,2397175,ST ELOY,1,03
12,1,2397176,ST ELOY,1,03
12,1,2397177,ST ELOY,1,03
12,1,2397198,BORNY,0,03
12,1,2397201,RIMPORT,1,03
12,1,2397207,ST ELOY,1,03
12,1,2397284,DOLICHE,0,03
12,1,2397285,DOLICHE,0,03
12,1,2397286,DOLICHE,0,03
12,1,2397287,ST ELOY,1,03
12,1,2397289,ST ELOY,1,03
12,1,2397290,ST ELOY,1,03
12,1,2397300,BORNY,0,03
12,1,2397151,DOLICHE,0,04
12,1,2397156,BORNY,0,04
12,1,2397164,ST ELOY,1,04
12,1,2397165,REPUBLIQUE,1,04
12,1,2397166,ST ELOY,1,04
12,1,2397182,ST ELOY,1,04
12,1,2397183,ST ELOY,1,04
12,1,2397184,DOLICHE,0,04
12,1,2397185,DOLICHE,0,04
12,1,2397199,BORNY,0,04
12,1,2397209,ST ELOY,1,04
12,1,2397214,BORNY,0,04
12,1,2397216,DOLICHE,0,04
12,1,2397221,ST ELOY,1,04
12,1,2397225,ST ELOY,1,04
12,1,2397311,ST ELOY,1,04
12,1,2397215,MICHELET,0,16
12,1,2397155,BORNY,0,05
12,1,2397163,ST ELOY,1,05
12,1,2397186,DOLICHE,0,05
12,1,2397188,DOLICHE,0,05
12,1,2397189,DOLICHE,0,05
12,1,2397190,DOLICHE,0,05
12,1,2397192,ST ELOY,1,05
12,1,2397194,ST ELOY,1,05
12,1,2397195,ST ELOY,1,05
12,1,2397196,BORNY,0,05
12,1,2397197,BORNY,0,05
12,1,2397202,DOLICHE,0,05
12,1,2397204,ST ELOY,1,05
