stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station
20669,438,PREFECTURE,,+49.121497,+06.175702,0,10342
10342,Pref,PREFECTURE,,+49.121616,+06.175028,1,
20195,439,ST GEORGES,,+49.122428,+06.178030,0,10092
20193,440,RIMPORT,,+49.124420,+06.182156,0,10091
20679,594,BLIDA,,+49.125692,+06.181443,0,10348
20812,208,TCRM,,+49.127379,+06.184542,0,10419
20783,615,PORT DE METZ,,+49.137538,+06.181121,0,10401
20781,616,LES SILOS,,+49.140729,+06.187279,0,10400
20779,617,GRANGE-AUX-DAMES,,+49.146451,+06.190955,0,10399
20856,642,GOUJENOTTE,,+49.151773,+06.188043,0,10440
20777,618,CENTRALE,,+49.154691,+06.186467,0,10398
20775,619,PIERRET,,+49.163536,+06.188565,0,10397
20773,620,CHENEVIERES,,+49.165828,+06.189745,0,10396
20771,621,LA MAXE,,+49.168694,+06.189520,0,10395
21045,843,MARIEULLES,,+48.998756,+06.100187,0,10541
10541,Marie,MARIEULLES,,+48.998756,+06.100187,1,
21047,844,VEZON,,+49.006575,+06.094954,0,10542
10542,VEZON,VEZON,,+49.006557,+06.094890,1,
21049,845,FEY,,+49.029056,+06.096845,0,10543
10543,FEYEG,FEY,,+49.029065,+06.096717,1,
21051,846,GLISSU,,+49.055814,+06.119876,0,10544
10544,GLISS,GLISSU,,+49.055847,+06.119837,1,
20888,702,AUGNY MAIRIE,,+49.058702,+06.121926,0,10456
10456,AUGNY,AUGNY MAIRIE,,+49.058676,+06.121885,1,
20890,703,LIBERATION,,+49.061266,+06.118074,0,10457
10457,2LIBE,LIBERATION,,+49.061226,+06.117965,1,
20892,704,LOTISSEMENT,,+49.064034,+06.116671,0,10458
10458,Lotis,LOTISSEMENT,,+49.063769,+06.116536,1,
21214,871,ORLY,,+49.075875,+06.116839,0,10620
10620,orly,ORLY,,+49.075744,+06.116819,1,
20784,450,11ème D'AVIATION,,+49.085783,+06.146222,0,10402
10402,LEP,11ème D'AVIATION,,+49.085986,+06.145766,1,
21085,850,LUETTE,,+49.085191,+06.148565,0,10558
10558,Luett,LUETTE,,+49.085321,+06.148461,1,
20611,5106,JEANNE D'ARC,,+49.089674,+06.153626,0,10309
10309,JEANN,JEANNE D'ARC,,+49.089529,+06.153574,1,
20613,5361,PREVOTE,,+49.092832,+06.156508,0,10310
10310,1PREV,PREVOTE,,+49.092228,+06.155912,1,
20039,106,ST ANDRE,,+49.096016,+06.159141,0,10015
10015,STAND,ST ANDRE,,+49.095283,+06.158797,1,
20037,107,SEMINAIRE,,+49.098821,+06.161416,0,10014
10014,SEMIN,SEMINAIRE,,+49.098058,+06.160681,1,
20035,108,VAILLANT,,+49.100301,+06.162633,0,10013
10013,VAILL,VAILLANT,,+49.100017,+06.162263,1,
20033,109,MANGIN,,+49.102981,+06.164812,0,10012
10012,MANGI,MANGIN,,+49.102304,+06.164195,1,
20031,110,CHARLES PETRE,,+49.105118,+06.166607,0,10011
10011,CHARL,CHARLES PETRE,,+49.105247,+06.166612,1,
20029,111,BON SECOURS,,+49.107041,+06.168986,0,10010
10010,BONSE,BON SECOURS,,+49.107097,+06.168823,1,
20330,68,ROI GEORGE,,+49.109938,+06.170563,0,10054
21205,913,POLE MULTIMODAL,PEM6,+49.107502,+06.177571,0,10619
21208,912,POLE MULTIMODAL,PEM2,+49.107492,+06.177825,0,10619
20331,34,ROI GEORGE,,+49.110393,+06.169069,0,10054
20028,92,BON SECOURS,,+49.107153,+06.168661,0,10010
20030,93,CHARLES PETRE,,+49.105376,+06.166618,0,10011
20032,94,MANGIN,,+49.101628,+06.163578,0,10012
20034,95,VAILLANT,,+49.099734,+06.161893,0,10013
20036,96,SEMINAIRE,,+49.097296,+06.159947,0,10014
20614,5097,ST ANDRE,,+49.094818,+06.157941,0,10015
20612,5354,PREVOTE,,+49.091624,+06.155317,0,10310
20610,5524,JEANNE D'ARC,,+49.089656,+06.153652,0,10309
21086,851,LUETTE,,+49.085451,+06.148358,0,10558
21084,852,11ème D'AVIATION,,+49.086190,+06.145310,0,10402
21213,872,ORLY,,+49.075613,+06.116799,0,10620
20891,709,LOTISSEMENT,,+49.063505,+06.116401,0,10458
20889,710,LIBERATION,,+49.061187,+06.117857,0,10457
20887,711,AUGNY MAIRIE,,+49.058650,+06.121845,0,10456
21050,840,GLISSU,,+49.055881,+06.119799,0,10544
21048,841,FEY,,+49.029075,+06.096590,0,10543
21046,842,VEZON,,+49.006540,+06.094826,0,10542
20906,787,LE QUOITY,,+49.123278,+06.094878,0,10466
10466,LEQUO,LE QUOITY,,+49.123278,+06.094878,1,
20904,788,LESSY,,+49.120937,+06.094775,0,10465
10465,4LESS,LESSY,,+49.120937,+06.094775,1,
20902,789,ERMITAGE,,+49.118285,+06.096176,0,10464
10464,ERMIT,ERMITAGE,,+49.118311,+06.096334,1,
21004,736,LASSAUX,,+49.116189,+06.097918,0,10523
10523,LASSA,LASSAUX,,+49.116237,+06.097954,1,
21082,849,CHEMIN NOIR,,+49.114182,+06.097957,0,10557
10557,CHNOI,CHEMIN NOIR,,+49.114178,+06.098033,1,
20900,790,NOUILLONS,,+49.111846,+06.097379,0,10463
10463,NOUIL,NOUILLONS,,+49.111950,+06.097355,1,
20063,279,SERRET,,+49.109933,+06.099509,0,10030
10030,SERRE,SERRET,,+49.109943,+06.099705,1,
20065,280,ST JEAN,,+49.107987,+06.104914,0,10031
10031,STJEA,ST JEAN,,+49.107930,+06.105272,1,
20072,281,MOULINS,,+49.106365,+06.111226,0,10034
10034,MOULI,MOULINS,,+49.106116,+06.110979,1,
20073,275,MOULINS,,+49.106518,+06.111270,0,10034
20066,276,ST JEAN,,+49.107874,+06.105630,0,10031
20064,277,SERRET,,+49.109953,+06.099902,0,10030
20901,785,NOUILLONS,,+49.112055,+06.097331,0,10463
21083,848,CHEMIN NOIR,,+49.114174,+06.098109,0,10557
21005,718,LASSAUX,,+49.116285,+06.097991,0,10523
20903,786,ERMITAGE,,+49.118338,+06.096492,0,10464
20905,716,LESSY,,+49.120937,+06.094775,0,10465
20899,713,VAUX MAIRIE,,+49.093245,+06.080532,0,10462
10462,VAUXM,VAUX MAIRIE,,+49.093245,+06.080532,1,
21030,839,CARCAN,,+49.093696,+06.086799,0,10532
10532,1CARC,CARCAN,,+49.093742,+06.086876,1,
20898,714,VAL DE METZ,,+49.093270,+06.093404,0,10461
10461,3VALM,VAL DE METZ,,+49.093319,+06.092967,1,
20076,295,PREVILLE,,+49.102093,+06.104476,0,10036
10036,PREVI,PREVILLE,,+49.102093,+06.104476,1,
20897,715,VAL DE METZ,,+49.093368,+06.092531,0,10461
21029,838,CARCAN,,+49.093788,+06.086953,0,10532
20907,717,SCY-CHAZELLES,,+49.114118,+06.116556,0,10467
10467,5SCYC,SCY-CHAZELLES,,+49.114118,+06.116556,1,
21041,831,CRIMEE,,+49.114361,+06.112973,0,10538
10538,crime,CRIMEE,,+49.113961,+06.113274,1,
21000,814,R. SCHUMAN,,+49.110626,+06.112125,0,10521
10521,RSCHU,R. SCHUMAN,,+49.110742,+06.111989,1,
21002,813,CHENEAU,,+49.108874,+06.120752,0,10522
10522,2CHEN,CHENEAU,,+49.108892,+06.120800,1,
20853,263,EN PRILLE,,+49.109480,+06.126021,0,10439
10439,ENPRI,EN PRILLE,,+49.109443,+06.125656,1,
20852,262,EN PRILLE,,+49.109407,+06.125291,0,10439
21003,812,CHENEAU,,+49.108910,+06.120849,0,10522
21001,811,R. SCHUMAN,,+49.110858,+06.111853,0,10521
21042,830,CRIMEE,,+49.113562,+06.113576,0,10538
21211,914,POLE MULTIMODAL,PEM3,+49.107431,+06.177643,0,10619
21150,796,Centre POMPIDOU,,+49.108298,+06.180342,0,10554
10554,Pompi,Centre POMPIDOU,,+49.108393,+06.180398,1,
20349,198,MAZELLE,,+49.114821,+06.184905,0,10172
10172,MAZEL,MAZELLE,,+49.114557,+06.183588,1,
20478,363,MAGINOT,,+49.116871,+06.185283,0,10240
10240,2MAGI,MAGINOT,,+49.116871,+06.185283,1,
20543,476,ARSENAL,,+49.123384,+06.187981,0,10271
10271,ARSEN,ARSENAL,,+49.122928,+06.187977,1,
20541,478,TANNERIES,,+49.126925,+06.193033,0,10270
10270,TANNE,TANNERIES,,+49.126976,+06.192943,1,
20539,479,BILLOTTE,,+49.125468,+06.197392,0,10269
10269,BILLO,BILLOTTE,,+49.125686,+06.197049,1,
20537,480,DUNANT,,+49.123836,+06.202300,0,10268
10268,DUNAN,DUNANT,,+49.123764,+06.202839,1,
20535,481,JOUSSE,,+49.122876,+06.206871,0,10267
10267,JOUSS,JOUSSE,,+49.122964,+06.206574,1,
20533,482,JUGAN,,+49.122294,+06.213355,0,10266
10266,JUGAN,JUGAN,,+49.122397,+06.212785,1,
20531,483,CORCHADE,,+49.123155,+06.215441,0,10265
10265,CORCH,CORCHADE,,+49.123130,+06.215389,1,
20529,484,JP JEAN,,+49.125669,+06.217188,0,10264
10264,JPJEA,JP JEAN,,+49.125730,+06.217346,1,
20527,485,SAULNOIS,,+49.126457,+06.222068,0,10263
10263,SAULN,SAULNOIS,,+49.126450,+06.221952,1,
20525,486,MY MANGENOT,,+49.127851,+06.225813,0,10262
10262,MYMAN,MY MANGENOT,,+49.127831,+06.225641,1,
20523,487,BARBE,,+49.129329,+06.229601,0,10261
10261,BARBE,BARBE,,+49.129479,+06.229805,1,
20521,562,FONNY,,+49.129500,+06.234914,0,10260
10260,1FONN,FONNY,,+49.129545,+06.234973,1,
20944,753,RUE DE METZ,,+49.133048,+06.253470,0,10487
10487,16RUE,RUE DE METZ,,+49.132983,+06.253171,1,
21035,834,PRESSOIR,,+49.135190,+06.257154,0,10534
10534,1pres,PRESSOIR,,+49.135180,+06.257054,1,
20946,754,NOUILLY CENTRE,,+49.135925,+06.258621,0,10488
10488,CNOUI,NOUILLY CENTRE,,+49.135997,+06.258564,1,
20948,755,PINOTS MELES,,+49.134379,+06.271577,0,10489
10489,MPINO,PINOTS MELES,,+49.134432,+06.271087,1,
21033,835,PENSEES,,+49.134655,+06.273923,0,10533
10533,PENSE,PENSEES,,+49.134709,+06.273744,1,
20950,756,LES CHAULMES,,+49.134104,+06.275770,0,10490
10490,LCHAU,LES CHAULMES,,+49.133829,+06.275946,1,
21554,861,MAS AU LIEVRE,,+49.131539,+06.275074,0,10491
10491,MASAU,MAS AU LIEVRE,,+49.131665,+06.275070,1,
21553,862,ROUTE DE BOULAY,,+49.126606,+06.267710,0,10790
10790,RTEBO,ROUTE DE BOULAY,,+49.126649,+06.271740,1,
21552,863,ROUTE DE BOULAY,,+49.126692,+06.275770,0,10790
20951,748,MAS AU LIEVRE,,+49.131792,+06.275067,0,10491
20949,749,LES CHAULMES,,+49.133555,+06.276123,0,10490
21032,836,PENSEES,,+49.134764,+06.273566,0,10533
20947,750,PINOTS MELES,,+49.134485,+06.270597,0,10489
20945,751,NOUILLY CENTRE,,+49.136069,+06.258508,0,10488
21034,837,PRESSOIR,,+49.135170,+06.256955,0,10534
20943,752,RUE DE METZ,,+49.132918,+06.252872,0,10487
20520,564,FONNY,,+49.129590,+06.235033,0,10260
20522,488,BARBE,,+49.129630,+06.230010,0,10261
20524,489,MY MANGENOT,,+49.127811,+06.225470,0,10262
20526,490,SAULNOIS,,+49.126443,+06.221837,0,10263
20528,491,JP JEAN,,+49.125791,+06.217504,0,10264
20530,492,CORCHADE,,+49.123105,+06.215337,0,10265
20532,493,JUGAN,,+49.122500,+06.212216,0,10266
20534,494,JOUSSE,,+49.123052,+06.206278,0,10267
20536,495,DUNANT,,+49.123693,+06.203378,0,10268
20538,496,BILLOTTE,,+49.125904,+06.196706,0,10269
20540,497,TANNERIES,,+49.127027,+06.192853,0,10270
20542,499,ARSENAL,,+49.122473,+06.187973,0,10271
20514,556,TANNEURS,,+49.119442,+06.181847,0,10258
10258,1TANN,TANNEURS,,+49.119442,+06.181847,1,
20516,393,PARAIGES,,+49.117189,+06.179771,0,10259
10259,PARAI,PARAIGES,,+49.117189,+06.179771,1,
20350,176,HAUTE-SEILLE,,+49.115234,+06.181713,0,10173
10173,SEILL,HAUTE-SEILLE,,+49.115234,+06.181713,1,
21239,888,MAZELLE,,+49.114293,+06.182271,0,10172
21152,797,Centre POMPIDOU,,+49.108441,+06.180427,0,10554
21210,915,POLE MULTIMODAL,PEM7,+49.107563,+06.177741,0,10619
21215,791,CHANTRENNE,,+49.145226,+06.005294,0,10621
10621,CHANT,CHANTRENNE,,+49.145226,+06.005294,1,
21396,771,VERNEVILLE,,+49.145226,+06.005294,0,10707
10707,VeRNE,VERNEVILLE,,+49.145155,+06.005555,1,
21096,792,TELEGRAPHE,,+49.146915,+06.003114,0,10566
10566,TELEG,TELEGRAPHE,,+49.146859,+06.003089,1,
20963,772,MALMAISON,,+49.124887,+06.017052,0,10498
10498,MALMA,MALMAISON,,+49.124963,+06.016980,1,
21401,887,VERLIN,,+49.113300,+06.027807,0,10710
10710,VERLI,VERLIN,,+49.113327,+06.027883,1,
20959,774,RUE D'ARS,,+49.111687,+06.028925,0,10496
10496,17RUE,RUE D'ARS,,+49.111835,+06.028919,1,
21087,795,EGLISE,,+49.109085,+06.030246,0,10559
10559,2EGLI,EGLISE,,+49.109124,+06.030322,1,
21010,824,VERDUN,,+49.080076,+06.058153,0,10525
10525,Verdu,VERDUN,,+49.080122,+06.058124,1,
21017,825,SCHWALBACH,,+49.079248,+06.065779,0,10528
10528,SCHWA,SCHWALBACH,,+49.079272,+06.065820,1,
21019,826,ARS SUR MOSELLE,,+49.075693,+06.076565,0,10529
10529,AMOSE,ARS SUR MOSELLE,,+49.075785,+06.076639,1,
21013,827,CLEMENCEAU,,+49.080944,+06.084693,0,10526
10526,ACLEM,CLEMENCEAU,,+49.080543,+06.084330,1,
21021,828,HLM,,+49.083369,+06.087056,0,10530
10530,HLMAM,HLM,,+49.083259,+06.086845,1,
21015,829,RD6,,+49.092990,+06.094943,0,10527
10527,RD6,RD6,,+49.093432,+06.095162,1,
20080,84,LORRAINE,,+49.102676,+06.109230,0,10038
10038,LORRA,LORRAINE,,+49.102244,+06.108765,1,
20110,89,ROI GEORGE,,+49.111706,+06.170383,0,10054
21023,818,LORRAINE,,+49.101225,+06.107976,0,10038
21014,819,RD6,,+49.093875,+06.095382,0,10527
21020,820,HLM,,+49.083150,+06.086634,0,10530
21012,821,CLEMENCEAU,,+49.080143,+06.083968,0,10526
21018,822,ARS SUR MOSELLE,,+49.075878,+06.076714,0,10529
21016,823,SCHWALBACH,,+49.079296,+06.065861,0,10528
21103,853,VERDUN,,+49.080169,+06.058095,0,10525
21088,793,EGLISE,,+49.109163,+06.030398,0,10559
21100,778,RUE D'ARS,,+49.111983,+06.028914,0,10496
21402,889,VERLIN,,+49.113355,+06.027959,0,10710
20964,768,MALMAISON,,+49.125040,+06.016909,0,10498
21097,770,TELEGRAPHE,,+49.146804,+06.003065,0,10566
21397,769,VERNEVILLE,,+49.145085,+06.005816,0,10707
20894,705,ZAC D'AUGNY,,+49.075077,+06.106751,0,10459
10459,ZACAU,ZAC D'AUGNY,,+49.074625,+06.107196,1,
20896,706,ACTISUD DUNIL,,+49.076518,+06.102840,0,10460
10460,ACTIS,ACTISUD DUNIL,,+49.076492,+06.102891,1,
21413,958b,GRAVIERES,,+49.078724,+06.111973,0,10716
10716,Gravi,GRAVIERES,,+49.078724,+06.111973,1,
20271,76,TOURNEBRIDE,,+49.086098,+06.112645,0,10133
10133,TOURN,TOURNEBRIDE,,+49.086098,+06.112645,1,
21412,958,GRAVIERES,,+49.078724,+06.111973,0,10716
20895,707,ACTISUD DUNIL,,+49.076466,+06.102942,0,10460
20893,708,ZAC D'AUGNY,,+49.074174,+06.107641,0,10459
21089,794,LAQUENEXY,,+49.078940,+06.316329,0,10560
10560,Laque,LAQUENEXY,,+49.078940,+06.316329,1,
21430,962,CHEVROTTES,,+49.092791,+06.274357,0,10720
10720,CHEVR,CHEVROTTES,,+49.092729,+06.274441,1,
20664,429,AUBIGNY,,+49.094220,+06.269894,0,10341
10341,AUBIG,AUBIGNY,,+49.094220,+06.269894,1,
20849,454,ARS LAQUENEXY,,+49.092812,+06.270065,0,10437
10437,LAQUE,ARS LAQUENEXY,,+49.092795,+06.270208,1,
21102,575,ENIM,,+49.094288,+06.229231,0,10568
10568,Enim,ENIM,,+49.094162,+06.229150,1,
20425,576,ARAGO,,+49.101754,+06.224243,0,10212
10212,ARAGO,ARAGO,,+49.101085,+06.222855,1,
20647,469,BERGSON,,+49.108586,+06.220737,0,10331
10331,bergs,BERGSON,,+49.108538,+06.220629,1,
20306,23,PROVENCE,,+49.112996,+06.215892,0,10150
10150,PROVE,PROVENCE,,+49.112606,+06.215875,1,
20343,195,ST MAXIMIN,,+49.105825,+06.196758,0,10168
10168,Maxim,ST MAXIMIN,,+49.105737,+06.196728,1,
20296,28,LACRETELLE,,+49.111945,+06.186621,0,10145
10145,LACRE,LACRETELLE,,+49.111630,+06.187414,1,
20295,177,LACRETELLE,,+49.111227,+06.187343,0,10145
20342,181,ST MAXIMIN,,+49.105649,+06.196698,0,10168
20307,11,PROVENCE,,+49.112216,+06.215858,0,10150
20646,553,BERGSON,,+49.108491,+06.220521,0,10331
20424,577,ARAGO,,+49.101363,+06.224116,0,10212
21101,854,ENIM,,+49.094037,+06.229070,0,10568
20848,453,ARS LAQUENEXY,,+49.092779,+06.270352,0,10437
21429,961,CHEVROTTES,,+49.092667,+06.274526,0,10720
20112,232,DEMBOUR,,+49.106519,+06.179210,0,10055
10055,DEMBO,DEMBOUR,,+49.106361,+06.179303,1,
20114,233,LEMUD,,+49.104148,+06.179543,0,10056
10056,LEMUD,LEMUD,,+49.104011,+06.179634,1,
20116,234,PIERNE,,+49.102553,+06.179745,0,10057
10057,PIERN,PIERNE,,+49.102413,+06.179811,1,
20118,235,LOTHAIRE,,+49.099570,+06.180289,0,10058
10058,LOTHA,LOTHAIRE,,+49.099424,+06.180395,1,
20120,237,VANDERNOOT,,+49.095549,+06.180628,0,10059
10059,2VAND,VANDERNOOT,,+49.095652,+06.180676,1,
20122,238,BOUCHOTTE,,+49.092488,+06.181196,0,10060
10060,BOUCH,BOUCHOTTE,,+49.092550,+06.181266,1,
20124,239,FRECOT,,+49.091349,+06.181371,0,10061
10061,FRECO,FRECOT,,+49.090989,+06.181545,1,
20126,240,SUR-LE-GUE,,+49.086018,+06.182328,0,10062
10062,LEGUE,SUR-LE-GUE,,+49.086160,+06.182367,1,
20128,241,FAUBOURG,,+49.084230,+06.182744,0,10063
10063,FAUBO,FAUBOURG,,+49.084322,+06.182802,1,
20159,242,ST ROCH,,+49.078376,+06.183774,0,10078
10078,STROC,ST ROCH,,+49.078738,+06.183970,1,
20157,306,PETIT-CLOU,,+49.074770,+06.184236,0,10077
10077,PCLOU,PETIT-CLOU,,+49.075662,+06.184159,1,
20155,307,ACACIAS,,+49.073202,+06.184489,0,10076
10076,ACACI,ACACIAS,,+49.073324,+06.184537,1,
20968,776,POUILLY,,+49.049845,+06.188245,0,10501
10501,CPOUI,POUILLY,,+49.049834,+06.188339,1,
20970,777,COLOMBIER,,+49.048281,+06.185562,0,10502
10502,PCOLO,COLOMBIER,,+49.048253,+06.185587,1,
20974,779,MAHIRE,,+49.050078,+06.184572,0,10504
10504,MAHIR,MAHIRE,,+49.050078,+06.184572,1,
20021,119,CITE U,,+49.120224,+06.159604,0,10004
10004,UNI,CITE U,,+49.120224,+06.159604,1,
20022,118,LETTRES,,+49.120793,+06.162896,0,10005
10005,LETTR,LETTRES,,+49.120793,+06.162896,1,
20023,117,SCIENCES,,+49.120615,+06.165188,0,10006
10006,SCIEN,SCIENCES,,+49.120615,+06.165188,1,
20010,32,REPUBLIQUE,,+49.115655,+06.173539,0,10001
10001,REPU,REPUBLIQUE,,+49.115326,+06.173456,1,
21191,869,GARE SNCF,,+49.111345,+06.176291,0,10002
10002,SNCF,GARE SNCF,,+49.111068,+06.176227,1,
20389,178,DUPLOYE,,+49.109411,+06.189032,0,10192
10192,DUPLO,DUPLOYE,,+49.109411,+06.189032,1,
20390,179,TROIS EVECHES,,+49.106289,+06.191827,0,10193
10193,TROIS,TROIS EVECHES,,+49.106289,+06.191827,1,
20391,180,DEVILLY,,+49.104960,+06.194459,0,10194
10194,DEVIL,DEVILLY,,+49.104960,+06.194459,1,
20340,182,GENDARMERIE,,+49.104579,+06.199729,0,10167
10167,GENDA,GENDARMERIE,,+49.104660,+06.199631,1,
21164,653,OBERLING,,+49.103866,+06.203033,0,10166
10166,1OBER,OBERLING,,+49.102993,+06.203162,1,
21166,654,ASPTT,,+49.108005,+06.204901,0,10599
10599,ASPT,ASPTT,,+49.108076,+06.204890,1,
20558,500,PEUPLIERS,,+49.105033,+06.210120,0,10280
10280,PEUPL,PEUPLIERS,,+49.105363,+06.209753,1,
20565,102,SYMPHONIE,,+49.104239,+06.214974,0,10209
10209,SYMPH,SYMPHONIE,,+49.104609,+06.214753,1,
20561,40,MARCONI,,+49.100535,+06.217985,0,10281
10281,MArco,MARCONI,,+49.100584,+06.217886,1,
20564,35,ARAGO,,+49.100530,+06.222060,0,10212
20426,565,LINIERES,,+49.097343,+06.224368,0,10213
10213,LINIE,LINIERES,,+49.097163,+06.224582,1,
20428,361,ENSAM,,+49.096128,+06.227245,0,10214
10214,ENSAM,ENSAM,,+49.096220,+06.226829,1,
21219,902,MATERNITE,,+49.083017,+06.238801,0,10624
10624,MATER,MATERNITE,,+49.083017,+06.238801,1,
21095,900,CHR MERCY,,+49.085487,+06.243075,0,10565
10565,CHR,CHR MERCY,,+49.085487,+06.243075,1,
21220,901,MATERNITE,,+49.083017,+06.238801,0,10624
20429,356,ENSAM,,+49.096312,+06.226414,0,10214
20427,190,LINIERES,,+49.096984,+06.224797,0,10213
20147,2,ARAGO,,+49.100696,+06.221001,0,10212
20560,63,MARCONI,,+49.100633,+06.217788,0,10281
20418,285,SYMPHONIE,,+49.104673,+06.214215,0,10209
20559,508,PEUPLIERS,,+49.105694,+06.209386,0,10280
21165,655,ASPTT,,+49.108148,+06.204879,0,10599
20339,193,OBERLING,,+49.103234,+06.202800,0,10166
20341,194,GENDARMERIE,,+49.104741,+06.199533,0,10167
20344,196,PUYMAIGRE,,+49.107066,+06.194766,0,10169
10169,PUYMA,PUYMAIGRE,,+49.107066,+06.194766,1,
20346,197,TREIZE,,+49.110119,+06.189559,0,10170
10170,TREIZ,TREIZE,,+49.110119,+06.189559,1,
20292,29,JEAN XXIII,,+49.112784,+06.182338,0,10144
10144,J-23,JEAN XXIII,,+49.112784,+06.182338,1,
21190,870,GARE SNCF,,+49.111722,+06.177286,0,10002
21189,667,PORTE SERP. (HARELLE),,+49.112688,+06.171667,0,10611
10611,HAREL,PORTE SERP. (HARELLE),,+49.112688,+06.171667,1,
20004,394,REPUBLIQUE,,+49.114860,+06.173456,0,10001
20107,144,ST JACQUES,,+49.118268,+06.176644,0,10052
10052,2STJA,ST JACQUES,,+49.118268,+06.176644,1,
20020,145,PLACE D'ARMES,,+49.119538,+06.175495,0,10003
10003,ARMES,PLACE D'ARMES,,+49.119616,+06.175635,1,
20056,116,SAULCY,,+49.120683,+06.168326,0,10024
10024,PLS,SAULCY,,+49.120683,+06.168326,1,
20057,121,BIBLIOTHEQUE,,+49.120490,+06.164445,0,10025
10025,BIBLI,BIBLIOTHEQUE,,+49.120490,+06.164445,1,
20058,120,LE MOIGNE,,+49.120421,+06.162431,0,10026
10026,LeMoi,LE MOIGNE,,+49.120421,+06.162431,1,
20790,591,AUBEPINE,,+49.071542,+06.193494,0,10405
10405,ABS,AUBEPINE,,+49.071542,+06.193494,1,
20151,586,VALERIANE,,+49.070881,+06.188790,0,10074
10074,VALER,VALERIANE,,+49.070941,+06.190727,1,
20154,587,ROSEAUX,,+49.071289,+06.185710,0,10075
10075,RSX,ROSEAUX,,+49.071261,+06.186211,1,
20156,588,ACACIAS,,+49.073447,+06.184585,0,10076
20158,589,PETIT-CLOU,,+49.076555,+06.184082,0,10077
20160,590,ST ROCH,,+49.079101,+06.184166,0,10078
20129,250,FAUBOURG,,+49.084414,+06.182861,0,10063
20127,251,SUR-LE-GUE,,+49.086303,+06.182406,0,10062
20125,252,FRECOT,,+49.090629,+06.181719,0,10061
20123,253,BOUCHOTTE,,+49.092612,+06.181337,0,10060
20121,254,VANDERNOOT,,+49.095755,+06.180724,0,10059
20119,256,LOTHAIRE,,+49.099278,+06.180501,0,10058
20117,257,PIERNE,,+49.102273,+06.179878,0,10057
20115,258,LEMUD,,+49.103874,+06.179726,0,10056
20113,259,DEMBOUR,,+49.106203,+06.179397,0,10055
20027,112,LAFAYETTE,,+49.107684,+06.171856,0,10009
10009,LAFAY,LAFAYETTE,,+49.107690,+06.172070,1,
20015,113,GARE SNCF,,+49.109839,+06.173874,0,10002
20008,173,REPUBLIQUE,,+49.114699,+06.173279,0,10001
20097,266,TIGNOMONT,,+49.125884,+06.159294,0,10047
20095,267,ST MARTIN,,+49.121739,+06.151237,0,10046
10046,STMAR,ST MARTIN,,+49.121618,+06.151047,1,
20093,229,FOCH,,+49.120605,+06.147488,0,10045
10045,FOCH,FOCH,,+49.120689,+06.148013,1,
20091,268,PONT DE VERDUN,,+49.119105,+06.143872,0,10044
10044,PONT,PONT DE VERDUN,,+49.119069,+06.144067,1,
20089,207,CASINO,,+49.116681,+06.140980,0,10043
10043,CASIN,CASINO,,+49.116551,+06.141214,1,
20087,270,MIGETTE,,+49.114024,+06.138556,0,10042
10042,MIGET,MIGETTE,,+49.114047,+06.138831,1,
20085,271,LONGEVILLE,,+49.112734,+06.135214,0,10041
10041,LONGE,LONGEVILLE,,+49.112534,+06.134798,1,
20083,272,LECLERC,,+49.110828,+06.129677,0,10040
10040,LECLE,LECLERC,,+49.110920,+06.130153,1,
20081,273,SCY BAS,,+49.108537,+06.121990,0,10039
10039,SCYBA,SCY BAS,,+49.108444,+06.121213,1,
20069,274,LIBERTE,,+49.107626,+06.116943,0,10033
10033,LIBER,LIBERTE,,+49.107477,+06.116533,1,
20858,278,HAIE BRULEE,,+49.111644,+06.095175,0,10029
10029,HaieB,HAIE BRULEE,,+49.111389,+06.095982,1,
21054,380,MAISON NEUVE,,+49.110290,+06.091101,0,10546
10546,MNve,MAISON NEUVE,,+49.110290,+06.091101,1,
20077,296,ARDECHE,,+49.101008,+06.106688,0,10037
10037,ARDEC,ARDECHE,,+49.101225,+06.106505,1,
20070,282,LIBERTE,,+49.107329,+06.116123,0,10033
20082,283,SCY BAS,,+49.108351,+06.120437,0,10039
20084,211,LECLERC,,+49.111013,+06.130629,0,10040
20086,212,LONGEVILLE,,+49.112335,+06.134383,0,10041
20088,213,MIGETTE,,+49.114070,+06.139107,0,10042
20090,214,CASINO,,+49.116421,+06.141448,0,10043
20092,288,PONT DE VERDUN,,+49.119034,+06.144262,0,10044
20094,515,FOCH,,+49.120773,+06.148538,0,10045
20096,289,ST MARTIN,,+49.121498,+06.150858,0,10046
20098,290,TIGNOMONT,,+49.126206,+06.159475,0,10047
20009,230,REPUBLIQUE,,+49.115721,+06.173388,0,10001
20016,90,GARE SNCF,,+49.109623,+06.174366,0,10002
20026,91,LAFAYETTE,,+49.107696,+06.172284,0,10009
20850,261,PLATEAU,,+49.081531,+06.185122,0,10438
10438,1PLAT,PLATEAU,,+49.081961,+06.184675,1,
20130,578,APREMONT,,+49.079329,+06.187963,0,10064
10064,APREM,APREMONT,,+49.079809,+06.187533,1,
20132,579,LA PLAINE,,+49.077934,+06.191975,0,10065
10065,PLAIN,LA PLAINE,,+49.078168,+06.191448,1,
20134,580,ROOSEVELT,,+49.076713,+06.194405,0,10066
10066,RLT,ROOSEVELT,,+49.076950,+06.194152,1,
